destination_id,destination_name,source_file,source,source_url,source_year,source_type,authority_tier,official_status,fields_supported,extraction_method,provenance_notes
BV-ASI-0061,"Group of monument, Royal Palace Mandu",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0061,"Group of monument, Royal Palace Mandu",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0061,"Group of monument, Royal Palace Mandu",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0062,"Group of Monuments, Hampi",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0062,"Group of Monuments, Hampi",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0062,"Group of Monuments, Hampi",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0063,Group of Monuments Mamallapuram,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0063,Group of Monuments Mamallapuram,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0063,Group of Monuments Mamallapuram,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0064,Group of Monuments (WH) Pattadakal,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0064,Group of Monuments (WH) Pattadakal,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0064,Group of Monuments (WH) Pattadakal,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0068,Gwalior Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 52,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0068,Gwalior Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0068,Gwalior Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0069,Hauzkhas,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 74,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0069,Hauzkhas,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0069,Hauzkhas,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0070,Hazarduari Palace,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 141,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0070,Hazarduari Palace,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0070,Hazarduari Palace,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0071,Hoshang Shah's Tomb,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0071,Hoshang Shah's Tomb,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0071,Hoshang Shah's Tomb,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0072,Humayun Tomb,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0072,Humayun Tomb,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0072,Humayun Tomb,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0073,"Ibrahim Rauza, Bijapur",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0073,"Ibrahim Rauza, Bijapur",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0073,"Ibrahim Rauza, Bijapur",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0074,Itimad-ud-Daulah-Tomb,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0074,Itimad-ud-Daulah-Tomb,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0074,Itimad-ud-Daulah-Tomb,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0076,"Janjira Fort, Murd",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0076,"Janjira Fort, Murd",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0076,"Janjira Fort, Murd",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0077,Jantar Mantar,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 72,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0077,Jantar Mantar,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0077,Jantar Mantar,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0078,Kalinjar Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 116,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0078,Kalinjar Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0078,Kalinjar Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0080,Keshava Temple,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0080,Keshava Temple,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0080,Keshava Temple,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0081,Khan-I-Khana,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 77,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0081,Khan-I-Khana,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0081,Khan-I-Khana,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0082,"Kolaba Fort, Alibag",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0082,"Kolaba Fort, Alibag",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0082,"Kolaba Fort, Alibag",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0083,Kondiote Caves,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0083,Kondiote Caves,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0083,Kondiote Caves,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0084,Kotla Feroz Shah,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0084,Kotla Feroz Shah,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0084,Kotla Feroz Shah,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0085,Kumbhalgarh Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0085,Kumbhalgarh Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0085,Kumbhalgarh Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0086,Lohgad Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0086,Lohgad Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0086,Lohgad Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0087,Lord Cornwallis Tomb,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 131,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0087,Lord Cornwallis Tomb,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0087,Lord Cornwallis Tomb,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0089,Mariam tomb Sikandra,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0089,Mariam tomb Sikandra,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0089,Mariam tomb Sikandra,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0090,mattancherry Palace Museum Kochi,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0090,mattancherry Palace Museum Kochi,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0090,mattancherry Palace Museum Kochi,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0091,Mausoleum,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 7,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
